952,4557,CALL
953,4561,CALL
956,4557,CALL
957,4561,CALL
959,4557,CALL
961,4566,CALL
963,4571,CALL
964,4557,CALL
966,4557,CALL
967,4561,CALL
970,4557,CALL
972,4566,CALL
974,4571,CALL
975,4557,CALL
976,4576,CALL
978,4557,CALL
979,4561,CALL
982,4557,CALL
984,4566,CALL
986,4571,CALL
988,4566,CALL
990,4571,CALL
991,4557,CALL
992,4561,CALL
998,4557,CALL
1000,4566,CALL
1002,4571,CALL
1004,4566,CALL
1006,4571,CALL
1007,4576,CALL
1009,4566,CALL
1010,4576,CALL
1011,4581,CALL
1012,4561,CALL
1016,4586,CALL
1018,4566,CALL
1020,4571,CALL
1021,4557,CALL
1022,4576,CALL
1023,4561,CALL
1027,4557,CALL
1029,4566,CALL
1031,4571,CALL
1032,4557,CALL
1034,4566,CALL
1036,4571,CALL
1037,4557,CALL
1038,4576,CALL
1040,4566,CALL
1041,4557,CALL
1042,4576,CALL
1044,4557,CALL
1045,4561,CALL
1048,4557,CALL
1050,4590,CALL
1051,4561,CALL
1053,3135,CALL
1055,4557,CALL
1056,4561,CALL
1060,4590,CALL
1061,4561,CALL
1064,4557,CALL
1066,4566,CALL
1068,4571,CALL
1069,4557,CALL
1071,4581,CALL
1072,4561,CALL
1074,3139,CALL
1076,4557,CALL
1078,4566,CALL
1080,4571,CALL
1081,4557,CALL
1083,4561,CALL
1087,4590,CALL
1088,4561,CALL
1090,3144,CALL
1092,4557,CALL
1094,4557,CALL
1096,4566,CALL
1098,4571,CALL
1099,4557,CALL
1101,4557,CALL
1103,4566,CALL
1105,4571,CALL
1106,4557,CALL
1107,4561,CALL
1111,4581,CALL
1112,4561,CALL
1113,3735,CALL
1115,4557,CALL
1119,4557,CALL
1121,4566,CALL
1123,4571,CALL
1124,4557,CALL
1126,4581,CALL
1127,4561,CALL
1129,3575,CALL
1131,4557,CALL
1133,4566,CALL
1135,4571,CALL
1136,4557,CALL
1138,4566,CALL
1140,4571,CALL
1141,4557,CALL
1143,4561,CALL
1145,3580,CALL
1149,4561,CALL
1152,4576,CALL
1154,4557,CALL
1155,4561,CALL
1159,4576,CALL
1160,4576,CALL
1162,4557,CALL
1164,4566,CALL
1166,4571,CALL
1167,4557,CALL
1168,4561,CALL
1170,3586,CALL
1172,4557,CALL
1174,4566,CALL
1176,4571,CALL
1177,4557,CALL
1179,4557,CALL
1181,4566,CALL
1183,4571,CALL
1184,4557,CALL
1186,4566,CALL
1188,4571,CALL
1189,4557,CALL
1190,4561,CALL
1193,4557,CALL
1195,4566,CALL
1197,4571,CALL
1198,4557,CALL
1199,4561,CALL
1201,3575,CALL
1203,4557,CALL
1205,4566,CALL
1207,4571,CALL
1208,4557,CALL
1210,4557,CALL
1212,4566,CALL
1214,4571,CALL
1215,4557,CALL
1216,4561,CALL
1219,4557,CALL
1221,4566,CALL
1223,4571,CALL
1224,4557,CALL
1225,4561,CALL
1228,4557,CALL
1230,4566,CALL
1232,4571,CALL
1233,4557,CALL
1234,4561,CALL
1237,4557,CALL
1239,4566,CALL
1241,4571,CALL
1242,4557,CALL
1243,4561,CALL
1246,4557,CALL
1248,4566,CALL
1250,4571,CALL
1251,4557,CALL
1252,4561,CALL
1254,3591,CALL
1256,4557,CALL
1258,4566,CALL
1260,4571,CALL
1262,4557,CALL
1264,4566,CALL
1266,4571,CALL
1267,4557,CALL
1270,4561,CALL
1273,4557,CALL
1274,4561,CALL
1277,4557,CALL
1279,4590,CALL
1280,4561,CALL
1282,4557,CALL
1284,4566,CALL
1286,4571,CALL
1287,4557,CALL
1289,4557,CALL
1291,4566,CALL
1293,4571,CALL
1295,4566,CALL
1297,4571,CALL
1298,4557,CALL
1299,4561,CALL
1303,4557,CALL
1305,4566,CALL
1307,4571,CALL
1308,4557,CALL
1309,4576,CALL
1310,4561,CALL
1313,4557,CALL
1315,4566,CALL
1317,4571,CALL
1319,4566,CALL
1321,4571,CALL
1322,4557,CALL
1323,4561,CALL
1326,4557,CALL
1328,4566,CALL
1330,4571,CALL
1331,4557,CALL
1333,4595,CALL
1334,4561,CALL
1337,4557,CALL
1339,4566,CALL
1341,4571,CALL
1342,4557,CALL
1343,4561,CALL
1346,4557,CALL
1348,4566,CALL
1350,4571,CALL
1352,4566,CALL
1354,4571,CALL
1355,4557,CALL
1356,4561,CALL
1362,4557,CALL
1364,4566,CALL
1366,4571,CALL
1368,4566,CALL
1370,4571,CALL
1371,4576,CALL
1373,4566,CALL
1374,4576,CALL
1375,4581,CALL
1376,4561,CALL
1380,4600,CALL
1381,4561,CALL
1384,4557,CALL
1386,4566,CALL
1388,4571,CALL
1390,4566,CALL
1392,4571,CALL
1393,4557,CALL
1394,4561,CALL
1397,4557,CALL
1398,4561,CALL
1401,4557,CALL
1403,4566,CALL
1405,4571,CALL
1406,4557,CALL
1408,4581,CALL
1409,4561,CALL
1412,4557,CALL
1414,4566,CALL
1416,4571,CALL
1418,4566,CALL
1420,4571,CALL
1421,4557,CALL
1422,4561,CALL
1424,3986,CALL
1426,4557,CALL
