90,METHOD,llvm-link_global,NAMESPACE_BLOCK,<empty>,,,llvm-link,llvm.dbg.declare,,true,,,llvm.dbg.declare,0,"void (metadata, metadata, metadata)"
96,METHOD,llvm-link_global,NAMESPACE_BLOCK,<empty>,,,llvm-link,output_results,,false,732,,output_results,0,void (i32)
288,METHOD,llvm-link_global,NAMESPACE_BLOCK,<empty>,,,llvm-link,fopen,,true,,,fopen,0,"_IO_FILE* (i8*, i8*)"
293,METHOD,llvm-link_global,NAMESPACE_BLOCK,<empty>,,,llvm-link,compradre,,true,,,compradre,0,"i32 (data*, data*)"
298,METHOD,llvm-link_global,NAMESPACE_BLOCK,<empty>,,,llvm-link,compri,,true,,,compri,0,"i32 (data*, data*)"
303,METHOD,llvm-link_global,NAMESPACE_BLOCK,<empty>,,,llvm-link,compwait,,true,,,compwait,0,"i32 (data*, data*)"
308,METHOD,llvm-link_global,NAMESPACE_BLOCK,<empty>,,,llvm-link,comprando,,true,,,comprando,0,"i32 (data*, data*)"
353,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.indirection,,true,,,<operator>.indirection,0,ANY (ANY)
357,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.assignment,,true,,,<operator>.assignment,0,ANY (ANY)
362,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.notEquals,,true,,,<operator>.notEquals,0,"ANY (ANY, ANY)"
367,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.addressOf,,true,,,<operator>.addressOf,0,ANY
371,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.addition,,true,,,<operator>.addition,0,"ANY (ANY, ANY)"
376,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.cast,,true,,,<operator>.cast,0,"ANY (ANY, ANY)"
381,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.lessThan,,true,,,<operator>.lessThan,0,"ANY (ANY, ANY)"
386,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.equals,,true,,,<operator>.equals,0,"ANY (ANY, ANY)"
391,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.multiplication,,true,,,<operator>.multiplication,0,"ANY (ANY, ANY)"
396,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.division,,true,,,<operator>.division,0,"ANY (ANY, ANY)"
401,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.pointerShift,,true,,,<operator>.pointerShift,0,ANY (ANY)
406,METHOD,<global>,NAMESPACE_BLOCK,<empty>,,,<empty>,<operator>.getElementPtr,,true,,,<operator>.getElementPtr,0,ANY (ANY)
